0.063940871 ,0.729356512 ,3.092632390 ,0.015185856
0.054807114 ,0.436471912 ,7.789557566 ,0.012834922
0.058042253 ,0.529699054 ,5.481843174 ,0.013351385
0.056503496 ,0.483983248 ,6.454223426 ,0.013063354
0.056079187 ,0.471818999 ,6.759495189 ,0.012997443
0.055382479 ,0.452175250 ,7.307343167 ,0.012908545
0.057909289 ,0.525534900 ,5.563008192 ,0.013328848
0.057882711 ,0.524841303 ,5.573719921 ,0.013317876
0.054286883 ,0.422466522 ,8.268968660 ,0.012785242
0.056266943 ,0.477056623 ,6.629228498 ,0.013033124
0.052475935 ,0.375901265 ,10.251615729 ,0.012681993
0.050883661 ,0.337649196 ,12.501149515 ,0.012677244
0.051042377 ,0.340703930 ,12.404237114 ,0.012785838
0.053382197 ,0.398791927 ,9.195129355 ,0.012722380
0.052034278 ,0.365020806 ,10.842795822 ,0.012692766
0.055397376 ,0.452623743 ,7.291035382 ,0.012905649
0.060559832 ,0.610065106 ,4.252494735 ,0.013989392
0.053024461 ,0.389687510 ,9.590367718 ,0.012698904
0.059305100 ,0.569132975 ,4.816822459 ,0.013645197
0.057215256 ,0.504814958 ,5.979769459 ,0.013187007
0.054648932 ,0.432108623 ,7.936212390 ,0.012822632
0.056541880 ,0.484987408 ,6.432526700 ,0.013074608
0.062728683 ,0.685049637 ,3.457261810 ,0.014710559
0.054454071 ,0.426739173 ,8.127435264 ,0.012815121
0.058800135 ,0.553154882 ,5.069985724 ,0.013521408
0.051406274 ,0.349933447 ,11.699583489 ,0.012668496
0.055290748 ,0.449673752 ,7.381273185 ,0.012896274
0.056770772 ,0.491742885 ,6.270737959 ,0.013107865
0.056919382 ,0.496090078 ,6.171529287 ,0.013133614
0.058258130 ,0.536287261 ,5.369031920 ,0.013412848
0.051983996 ,0.363854658 ,10.882496580 ,0.012666811
0.057816339 ,0.522824788 ,5.612719560 ,0.013304458
0.053826171 ,0.410320756 ,8.723123253 ,0.012747698
0.052336668 ,0.372408020 ,10.428175554 ,0.012677644
0.057921270 ,0.526012894 ,5.551327421 ,0.013325878
