1	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
2	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
3	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
4	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
5	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
6	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
7	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
8	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
9	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
10	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
11	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
12	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
13	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
14	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
15	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
16	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
17	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
18	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
19	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
20	;37.8007	;28.9414	;33.7286	;1.07263	;8.19137
21	;33.9922	;33.1269	;48.7823	;1.11739	;7.79795
22	;33.9922	;33.1269	;48.7823	;1.11739	;7.79795
23	;33.9922	;33.1269	;48.7823	;1.11739	;7.79795
24	;33.9922	;33.1269	;48.7823	;1.11739	;7.79795
25	;33.9922	;33.1269	;48.7823	;1.11739	;7.79795
26	;33.9922	;33.1269	;48.7823	;1.11739	;7.79795
27	;33.9922	;33.1269	;48.7823	;1.11739	;7.79795
28	;33.9922	;33.1269	;48.7823	;1.11739	;7.79795
29	;33.973	;31.9493	;48.1917	;1.12814	;7.78708
30	;33.973	;31.9493	;48.1917	;1.12814	;7.78708
31	;33.973	;31.9493	;48.1917	;1.12814	;7.78708
32	;33.973	;31.9493	;48.1917	;1.12814	;7.78708
33	;33.973	;31.9493	;48.1917	;1.12814	;7.78708
34	;33.973	;31.9493	;48.1917	;1.12814	;7.78708
35	;33.973	;31.9493	;48.1917	;1.12814	;7.78708
36	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
37	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
38	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
39	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
40	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
41	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
42	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
43	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
44	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
45	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
46	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
47	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
48	;32.6997	;32.2188	;48.8978	;1.09793	;7.588
49	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
50	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
51	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
52	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
53	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
54	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
55	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
56	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
57	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
58	;27.2597	;33.3691	;49.6281	;1.05382	;7.4512
59	;36.3202	;33.3769	;49.2035	;1.053	;7.31288
60	;43.6526	;33.1299	;49.4138	;1.05743	;7.211
61	;44.4696	;32.9886	;49.2252	;1.05348	;7.17089
62	;44.4696	;32.9886	;49.2252	;1.05348	;7.17089
63	;44.476	;32.903	;49.2987	;1.053	;7.15765
64	;44.476	;32.903	;49.2987	;1.053	;7.15765
65	;44.476	;32.903	;49.2987	;1.053	;7.15765
66	;44.832	;33.0458	;49.4433	;1.05271	;7.15667
67	;46.6693	;33.1367	;49.4473	;1.05272	;7.14237
68	;47.2029	;33.1146	;49.505	;1.05131	;7.12278
69	;47.3297	;33.1121	;49.4835	;1.05065	;7.11762
70	;47.4303	;33.1114	;49.4783	;1.0506	;7.11627
71	;47.4303	;33.1114	;49.4783	;1.0506	;7.11627
72	;47.7706	;33.0893	;49.4912	;1.0514	;7.11577
73	;47.7706	;33.0893	;49.4912	;1.0514	;7.11577
74	;47.7792	;33.0881	;49.4905	;1.05127	;7.11471
75	;47.8692	;33.0885	;49.6272	;1.05001	;7.0998
76	;47.8692	;33.0885	;49.6272	;1.05001	;7.0998
77	;47.8692	;33.0885	;49.6272	;1.05001	;7.0998
78	;47.8692	;33.0885	;49.6272	;1.05001	;7.0998
79	;47.8408	;33.0322	;49.6186	;1.05006	;7.09659
80	;47.8408	;33.0322	;49.6186	;1.05006	;7.09659
81	;47.8408	;33.0322	;49.6186	;1.05006	;7.09659
82	;47.8408	;33.0322	;49.6186	;1.05006	;7.09659
83	;48.1477	;33.0333	;49.952	;1.05052	;7.08363
84	;48.1477	;33.0333	;49.952	;1.05052	;7.08363
85	;48.1477	;33.0333	;49.952	;1.05052	;7.08363
86	;48.1477	;33.0333	;49.952	;1.05052	;7.08363
87	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
88	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
89	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
90	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
91	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
92	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
93	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
94	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
95	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
96	;47.6931	;32.8901	;49.91	;1.05055	;7.07974
97	;48.059	;32.8902	;49.9018	;1.0506	;7.07656
98	;48.3471	;32.8903	;49.8941	;1.05058	;7.07372
99	;48.3471	;32.8903	;49.8941	;1.05058	;7.07372
100	;48.3471	;32.8903	;49.8941	;1.05058	;7.07372
101	;48.3773	;32.8886	;49.8944	;1.05058	;7.07327
102	;48.3773	;32.8886	;49.8944	;1.05058	;7.07327
103	;48.3773	;32.8886	;49.8944	;1.05058	;7.07327
104	;48.3773	;32.8886	;49.8944	;1.05058	;7.07327
105	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
106	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
107	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
108	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
109	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
110	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
111	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
112	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
113	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
114	;49.864	;32.8876	;49.8796	;1.05113	;7.06233
115	;49.8645	;32.9	;49.8695	;1.05043	;7.05887
116	;49.8647	;32.8977	;49.8619	;1.05015	;7.05708
117	;49.8647	;32.8977	;49.8619	;1.05015	;7.05708
118	;49.8647	;32.8965	;49.8612	;1.05006	;7.05641
119	;49.8647	;32.8965	;49.8612	;1.05006	;7.05641
120	;49.8647	;32.8965	;49.8612	;1.05006	;7.05641
121	;49.8647	;32.8965	;49.8612	;1.05006	;7.05641
122	;49.8647	;32.8965	;49.8612	;1.05006	;7.05641
123	;49.8648	;32.5904	;49.3038	;1.05003	;7.055
124	;49.8648	;32.5904	;49.3038	;1.05003	;7.055
125	;49.8648	;32.5904	;49.3038	;1.05003	;7.055
126	;49.8648	;32.5904	;49.3038	;1.05003	;7.055
127	;49.8648	;32.6117	;49.3773	;1.05003	;7.05379
128	;49.8648	;32.6075	;49.3868	;1.05003	;7.05315
129	;49.8648	;32.6075	;49.3868	;1.05003	;7.05315
130	;49.8693	;32.6319	;49.4676	;1.0501	;7.05235
131	;49.8725	;32.62	;49.4507	;1.0501	;7.05209
132	;49.8725	;32.62	;49.4507	;1.0501	;7.05209
133	;49.8725	;32.62	;49.4507	;1.0501	;7.05209
134	;49.8724	;32.62	;49.4562	;1.05011	;7.05191
135	;49.8725	;32.62	;49.455	;1.05002	;7.05135
136	;49.8725	;32.62	;49.455	;1.05002	;7.05135
137	;49.8725	;32.62	;49.455	;1.05002	;7.05135
138	;49.8725	;32.62	;49.455	;1.05002	;7.05135
139	;49.9143	;32.6201	;49.455	;1.05001	;7.0509
140	;49.9551	;32.6201	;49.455	;1.05	;7.05045
141	;49.9809	;32.6201	;49.4557	;1.05	;7.05017
142	;49.9809	;32.6201	;49.4557	;1.05	;7.05017
143	;49.9809	;32.6201	;49.4557	;1.05	;7.05017
144	;49.9809	;32.6201	;49.4557	;1.05	;7.05017
145	;49.9809	;32.6201	;49.4557	;1.05	;7.05017
146	;49.9809	;32.6201	;49.4557	;1.05	;7.05017
147	;49.9809	;32.6201	;49.4557	;1.05	;7.05017
148	;49.9809	;32.6201	;49.4557	;1.05	;7.05017
149	;49.9806	;32.6201	;49.4557	;1.05	;7.05017
150	;49.9806	;32.6201	;49.4557	;1.05	;7.05017

1	;42.7291	;27.7008	;38.976	;1.65459	;11.3415
2	;31.4369	;31.6768	;49.0912	;1.36921	;9.41213
3	;42.7204	;33.3904	;46.6897	;1.07655	;7.51718
4	;49.339	;32.0574	;46.6606	;1.07483	;7.29462
5	;47.649	;32.2577	;47.8284	;1.06943	;7.24305
6	;49.5531	;32.2177	;47.731	;1.05504	;7.12548
7	;49.5531	;32.2177	;47.731	;1.05504	;7.12548
8	;49.5531	;32.2177	;47.731	;1.05504	;7.12548
9	;49.5527	;32.2176	;47.7306	;1.05493	;7.12471
10	;49.6202	;32.221	;47.7523	;1.05505	;7.1242
11	;49.6202	;32.221	;47.7523	;1.05505	;7.1242
12	;49.5057	;32.2393	;47.7483	;1.05409	;7.12049
13	;49.4868	;32.2541	;47.7486	;1.05271	;7.11252
14	;49.8905	;32.2687	;47.7562	;1.05259	;7.10814
15	;49.6192	;32.2805	;47.8077	;1.05106	;7.09955
16	;49.6192	;32.2805	;47.8077	;1.05106	;7.09955
17	;49.7347	;32.2802	;47.81	;1.05096	;7.09755
18	;49.7712	;32.2805	;47.7989	;1.05094	;7.09745
19	;49.8405	;32.2801	;47.7917	;1.05096	;7.09711
20	;49.8734	;32.2802	;47.8005	;1.05101	;7.09675
21	;49.883	;32.28	;47.7956	;1.05096	;7.09651
22	;49.9018	;32.28	;47.789	;1.05092	;7.0963
23	;49.8947	;32.2815	;47.792	;1.05085	;7.0959
24	;49.8896	;32.2809	;47.7919	;1.05084	;7.09582
25	;49.8957	;32.2813	;47.7907	;1.05082	;7.09571
26	;49.9213	;32.2814	;47.7898	;1.05083	;7.09556
27	;49.9258	;32.2812	;47.7816	;1.0507	;7.09493
28	;49.9258	;32.2812	;47.7816	;1.0507	;7.09493
29	;49.9258	;32.2812	;47.7816	;1.0507	;7.09493
30	;49.9254	;32.5481	;48.7201	;1.05064	;7.07751
31	;49.9207	;32.6976	;49.6559	;1.05061	;7.05297
32	;49.9207	;32.6976	;49.6559	;1.05061	;7.05297
33	;49.9196	;32.6883	;49.8067	;1.05061	;7.0469
34	;49.9193	;32.7036	;49.8645	;1.05061	;7.04589
35	;49.9197	;32.7391	;49.9701	;1.05061	;7.04453
36	;49.9189	;32.7229	;49.9953	;1.05061	;7.04252
37	;49.9189	;32.7229	;49.9953	;1.05061	;7.04252
38	;49.9189	;32.7229	;49.9953	;1.05061	;7.04252
39	;49.9189	;32.7229	;49.9953	;1.05061	;7.04252
40	;49.9189	;32.7229	;49.9953	;1.05061	;7.04252
41	;49.9189	;32.7229	;49.9953	;1.05061	;7.04252
42	;49.9189	;32.7229	;49.9953	;1.05061	;7.04252
43	;49.9189	;32.7229	;49.9953	;1.05061	;7.04252
44	;49.9189	;32.7229	;49.9953	;1.05042	;7.04123
45	;49.9189	;32.7229	;49.9953	;1.05025	;7.04011
46	;49.9189	;32.7229	;49.9953	;1.05017	;7.03955
47	;49.9189	;32.7229	;49.9953	;1.05013	;7.03928
48	;49.9189	;32.7229	;49.9953	;1.05012	;7.03924
49	;49.9189	;32.7229	;49.9953	;1.05011	;7.0392
50	;49.9189	;32.7229	;49.9953	;1.05011	;7.0392
51	;49.9189	;32.7229	;49.9953	;1.05011	;7.03919
52	;49.9189	;32.7229	;49.9953	;1.05011	;7.03919
53	;49.9189	;32.7221	;49.9953	;1.05011	;7.03913
54	;49.9189	;32.7221	;49.9953	;1.05011	;7.03913
55	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
56	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
57	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
58	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
59	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
60	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
61	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
62	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
63	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
64	;49.9189	;32.7216	;49.9953	;1.05011	;7.0391
65	;49.9189	;32.7216	;49.9953	;1.05011	;7.03908
66	;49.9193	;32.7218	;49.9955	;1.05011	;7.03906
67	;49.9195	;32.7217	;49.9955	;1.05011	;7.03906
68	;49.9221	;32.7217	;49.9955	;1.05011	;7.03905
69	;49.9221	;32.7217	;49.9955	;1.05011	;7.03905
70	;49.9232	;32.7217	;49.9955	;1.05011	;7.03905
71	;49.9234	;32.7217	;49.9955	;1.05011	;7.03904
72	;49.9235	;32.7217	;49.9955	;1.05011	;7.03904
73	;49.9236	;32.7217	;49.9955	;1.05011	;7.03904
74	;49.9236	;32.7217	;49.9955	;1.05011	;7.03904
75	;49.9237	;32.7217	;49.9955	;1.05011	;7.03904
76	;49.9237	;32.7217	;49.9955	;1.05011	;7.03904
77	;49.9237	;32.7217	;49.9955	;1.05011	;7.03904
